Year,State,Commodity,Mode,Shipwt Metric Ton,Shipwt Pound,TradeValue,TradeType,CommodityGroup
2017,Texas-Mexico Trade,Explosives,Truck,6751.544,14884618.77,75173099,Import,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Foreign Trade Zones,0.187,412.2647,2420,Import,72 - 83  Metals
2023,Texas-Mexico Trade,Tools of Base Metal,Vessel,5.808,12804.4584,428905,Export,72 - 83  Metals
2015,Texas-Mexico Trade,Articles of Leather and Handbags,Truck,0,0,143803638,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2015,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Rail,2207158.224,4865954920,1810727291,Import,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Cotton,Rail,0,0,900202,Export,50 - 63  Textiles
2021,Texas-Mexico Trade,Raw Hides and Skins,Other,0,0,154400,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2020,Texas-Mexico Trade,Copper and Articles,Vessel,206.086,454342.2277,823654,Import,72 - 83  Metals
2013,Texas-Mexico Trade,Plastics and Articles,Truck,0,0,9611377806,Export,39 - 40  Plastics / Rubbers
2013,Texas-Mexico Trade,Other Made up Textile Articles,Air,24.661,54368.2416,274964,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Organic Chemicals,Vessel,4263374.462,9399139451,4519790083,Export,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Air,0.036,79.3664,1889,Import,50 - 63  Textiles
2022,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Other,0,0,155643,Export,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Feathers and Down,Other,0,0,60114,Export,64 - 67  Footwear / Headgear
2019,Texas-Mexico Trade,Tanning or Dyeing Extracts,Truck,104989.594,231462622.8,222352534,Import,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Measuring and Testing Instruments,Rail,10849.063,23918109.22,142024043,Import,90 - 97  Miscellaneous
2014,Texas-Mexico Trade,Articles of Leather and Handbags,Vessel,2.509,5531.4024,75040,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2022,Texas-Mexico Trade,Zinc and Articles,Rail,0,0,29067,Export,72 - 83  Metals
2016,Texas-Mexico Trade,Food Residues and Waste,Other,0,0,375257,Export,16 - 24  Foodstuffs
2017,Texas-Mexico Trade,Ceramic Products,Vessel,68.196,150346.5666,104060,Import,68 - 71  Stone / Glass
2021,Texas-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Other,0.378,833.3474,13418943,Import,68 - 71  Stone / Glass
2023,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Truck,0,0,163086582,Export,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Truck,0,0,616647859,Export,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Plastics and Articles,Truck,0,0,13824619710,Export,39 - 40  Plastics / Rubbers
2018,Texas-Mexico Trade,Computer-Related Machinery and Parts,Vessel,9331.365,20572155.15,152721250,Export,84 - 85  Machinery / Electrical
2024,Texas-Mexico Trade,Pharmaceutical Products,Vessel,192.397,424163.1242,1835497,Export,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Computer-Related Machinery and Parts,Truck,3559010.377,7846281189,41140946495,Import,84 - 85  Machinery / Electrical
2019,Texas-Mexico Trade,Ships and Boats,Vessel,0.25,551.1561,2450,Import,86 - 89  Transportation
2024,Texas-Mexico Trade,Edible Vegetables and Roots,Truck,3417402.104,7534088132,4506655725,Import,06 - 15  Vegetable Products
2013,Texas-Mexico Trade,Wood and Articles,Foreign Trade Zones,9.21,20304.5908,21066,Import,44 - 49  Wood & Wood Products
2013,Texas-Mexico Trade,Toys; Games and Sport Equipment,Other,0,0,4574409,Export,90 - 97  Miscellaneous
2018,Texas-Mexico Trade,Other Base Metals and Cermets,Truck,0,0,187100518,Export,72 - 83  Metals
2021,Texas-Mexico Trade,Animal or Vegetable Fats and Oils,Vessel,13983.633,30828658.79,20102223,Import,06 - 15  Vegetable Products
2017,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Truck,0,0,28056238678,Export,84 - 85  Machinery / Electrical
2018,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Air,0.1,220.4621,14100,Import,50 - 63  Textiles
2024,Texas-Mexico Trade,Locomotives and Traffic Signals,Truck,0,0,822144171,Export,86 - 89  Transportation
2014,Texas-Mexico Trade,Footwear,Rail,0,0,41456,Export,64 - 67  Footwear / Headgear
2016,Texas-Mexico Trade,Toys; Games and Sport Equipment,Truck,60375.186,133104609.4,393676988,Import,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Rubber and Articles,Rail,49408.127,108926363.3,234477549,Import,39 - 40  Plastics / Rubbers
2015,Texas-Mexico Trade,Preparations of Fish and Meat,Other,0,0,545316,Export,16 - 24  Foodstuffs
2014,Texas-Mexico Trade,Headgear,Vessel,0.549,1210.3385,98689,Export,64 - 67  Footwear / Headgear
2016,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Rail,4138.822,9124548.051,7090279,Import,28 - 38  Chemicals & Allied Industries
2021,Texas-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Vessel,7.034,15507.3281,29334,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Works of Art and Antiques,Truck,0,0,4470567,Export,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Pharmaceutical Products,Air,12.365,27260.1804,1572967,Import,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Sugars and Sugar Confectionery,Truck,0,0,315582784,Export,16 - 24  Foodstuffs
2018,Texas-Mexico Trade,Arms and Ammunition and Parts,Truck,0,0,15319634,Export,90 - 97  Miscellaneous
2017,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Truck,2156.02,4753214.34,12244400,Import,50 - 63  Textiles
2023,Texas-Mexico Trade,Essential Oils and Resinoids,Air,5.453,12021.8156,925520,Import,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,9865.473,21749662.69,45999347,Import,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Arms and Ammunition and Parts,Other,0,0,5811,Export,90 - 97  Miscellaneous
2023,Texas-Mexico Trade,Ceramic Products,Vessel,806.962,1779048.131,2393981,Export,68 - 71  Stone / Glass
2023,Texas-Mexico Trade,Vehicles Other than Railway,Air,4085.663,9007352.419,50133330,Import,86 - 89  Transportation
2023,Texas-Mexico Trade,Miscellaneous Edible Preparations,Truck,0,0,1017666831,Export,16 - 24  Foodstuffs
2017,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Truck,1359137.19,2996387039,1536632082,Import,16 - 24  Foodstuffs
2019,Texas-Mexico Trade,Impregnated Fabrics,Air,0.755,1664.4913,22109,Import,50 - 63  Textiles
2015,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Air,9.196,20273.7256,105464,Export,50 - 63  Textiles
2017,Texas-Mexico Trade,Explosives,Other,0,0,31277,Export,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Rubber and Articles,Vessel,358.569,790509.9732,215660,Export,39 - 40  Plastics / Rubbers
2014,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,495209.704,1091751407,46573181,Import,25 - 27  Mineral Products
2023,Texas-Mexico Trade,Other Made up Textile Articles,Vessel,31.696,69877.7753,253210,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Silk,Truck,0,0,94071,Export,50 - 63  Textiles
2014,Texas-Mexico Trade,Essential Oils and Resinoids,Rail,9464.167,20864933.68,35271459,Import,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Paper and Paperboard,Air,0.018,39.6831,11949,Import,44 - 49  Wood & Wood Products
2023,Texas-Mexico Trade,Explosives,Truck,5722.009,12614880.77,109776990,Import,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Measuring and Testing Instruments,Foreign Trade Zones,21008.12,46315014.37,107000205,Import,90 - 97  Miscellaneous
2017,Texas-Mexico Trade,Food Residues and Waste,Truck,3772.083,8316026.295,7850288,Import,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Raw Hides and Skins,Rail,0,0,439948,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2019,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Air,252.31,556248.7846,5269692,Import,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Other,0,0,61477,Export,16 - 24  Foodstuffs
2024,Texas-Mexico Trade,Impregnated Fabrics,Air,0.962,2120.8481,40531,Import,50 - 63  Textiles
2024,Texas-Mexico Trade,Iron and Steel,Rail,0,0,1699464780,Export,72 - 83  Metals
2021,Texas-Mexico Trade,Man-made Staple Fibers,Truck,0,0,336682236,Export,50 - 63  Textiles
2014,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Truck,788677.509,1738737696,574366673,Import,25 - 27  Mineral Products
2018,Texas-Mexico Trade,Iron and Steel,Air,21.004,46305.9304,196284,Export,72 - 83  Metals
2015,Texas-Mexico Trade,Headgear,Rail,0,0,4757,Export,64 - 67  Footwear / Headgear
2022,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Rail,3496811.167,7709155292,3644406866,Import,16 - 24  Foodstuffs
2018,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Air,0.074,163.1422,4695,Import,50 - 63  Textiles
2019,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Rail,0,0,4949176,Export,16 - 24  Foodstuffs
2016,Texas-Mexico Trade,Computer-Related Machinery and Parts,Other,3.528,7777.9149,82353,Import,84 - 85  Machinery / Electrical
2020,Texas-Mexico Trade,Plastics and Articles,Truck,0,0,9323738658,Export,39 - 40  Plastics / Rubbers
2019,Texas-Mexico Trade,Pharmaceutical Products,Rail,4475.005,9865705.303,7284764,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Footwear,Rail,95.583,210724.6154,1661219,Import,64 - 67  Footwear / Headgear
2020,Texas-Mexico Trade,Pulp of Wood and Paperboard,Rail,0,0,359868163,Export,44 - 49  Wood & Wood Products
2018,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Vessel,3060.243,6746686.449,6349371,Import,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Measuring and Testing Instruments,Rail,17726.275,39079778.74,196287493,Import,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Rail,7425.799,16371097.81,57892588,Import,72 - 83  Metals
2024,Texas-Mexico Trade,Articles of Iron and Steel,Vessel,4032.365,8889850.349,18339851,Export,72 - 83  Metals
2013,Texas-Mexico Trade,Copper and Articles,Air,0.001,2.2046,2532,Import,72 - 83  Metals
2017,Texas-Mexico Trade,Lac; Gums; Resins and Saps,Truck,6862.451,15129127.05,47237200,Import,06 - 15  Vegetable Products
2023,Texas-Mexico Trade,Impregnated Fabrics,Air,0.952,2098.8018,231209,Import,50 - 63  Textiles
2019,Texas-Mexico Trade,Live Animals,Air,0.037,81.571,4762,Import,01 - 05  Animal & Animal Products
2024,Texas-Mexico Trade,Edible Fruit and Nuts,Truck,3170952.001,6990758217,8218836462,Import,06 - 15  Vegetable Products
2023,Texas-Mexico Trade,Lac; Gums; Resins and Saps,Truck,13835.677,30502471.38,60009224,Import,06 - 15  Vegetable Products
2022,Texas-Mexico Trade,Preparations of Fish and Meat,Other,0,0,826903,Export,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Special Classification Provisions,Foreign Trade Zones,342.961,756100.1939,11149177,Import,98 - 99  Service
2014,Texas-Mexico Trade,Sugars and Sugar Confectionery,Truck,0,0,190969698,Export,16 - 24  Foodstuffs
2013,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Rail,0,0,441684,Export,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Paper and Paperboard,Air,80.094,176577.1865,977634,Export,44 - 49  Wood & Wood Products
2017,Texas-Mexico Trade,Zinc and Articles,Air,0.074,163.1421,12375,Import,72 - 83  Metals
2014,Texas-Mexico Trade,Works of Art and Antiques,Truck,332.714,733509.4072,1496973,Import,90 - 97  Miscellaneous
2024,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Rail,0,0,613795554,Export,84 - 85  Machinery / Electrical
2022,Texas-Mexico Trade,Miscellaneous Chemical Products,Air,35.562,78400.8506,7361500,Export,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Other,0,0,13069,Export,50 - 63  Textiles
2021,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Vessel,2480.289,5468105.698,1115249,Import,68 - 71  Stone / Glass
2014,Texas-Mexico Trade,Fertilizers,Rail,785.876,1732561.421,790725,Import,28 - 38  Chemicals & Allied Industries
2021,Texas-Mexico Trade,Ceramic Products,Vessel,0.712,1569.6925,2448,Import,68 - 71  Stone / Glass
2022,Texas-Mexico Trade,Zinc and Articles,Truck,12879.578,28394632.18,45800256,Import,72 - 83  Metals
2017,Texas-Mexico Trade,Live Animals,Other,0,0,11111,Export,01 - 05  Animal & Animal Products
2024,Texas-Mexico Trade,Tools of Base Metal,Vessel,11.221,24738.0905,613125,Export,72 - 83  Metals
2019,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,0,0,19857997,Export,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Measuring and Testing Instruments,Truck,0,0,4432778558,Export,90 - 97  Miscellaneous
2019,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Other,0,0,159337,Export,68 - 71  Stone / Glass
2013,Texas-Mexico Trade,Plastics and Articles,Rail,300540.879,662579761.1,507973482,Import,39 - 40  Plastics / Rubbers
2013,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Air,335.859,740442.9469,288195344,Export,86 - 89  Transportation
2023,Texas-Mexico Trade,Musical Instruments and Parts,Truck,18.551,40897.9864,559197,Import,90 - 97  Miscellaneous
2024,Texas-Mexico Trade,Other Made up Textile Articles,Other,0,0,4903571,Export,50 - 63  Textiles
2021,Texas-Mexico Trade,Cotton,Truck,10567.574,23297531.7,47035894,Import,50 - 63  Textiles
2015,Texas-Mexico Trade,Articles of Leather and Handbags,Rail,12.097,26669.3414,7515,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2015,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Truck,0,0,285462895,Export,16 - 24  Foodstuffs
2017,Texas-Mexico Trade,Furskins and Artificial Fur,Air,1.118,2464.77,14500,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2018,Texas-Mexico Trade,Raw Hides and Skins,Air,0.262,577.6115,27104,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2022,Texas-Mexico Trade,Pharmaceutical Products,Truck,178542.247,393618597.8,582656162,Import,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,1623.111,3578350.141,141138324,Import,84 - 85  Machinery / Electrical
2019,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Air,476.277,1050011.903,3237505,Export,72 - 83  Metals
2021,Texas-Mexico Trade,Aluminum and Articles,Air,3.187,7026.1371,214169,Import,72 - 83  Metals
2015,Texas-Mexico Trade,Measuring and Testing Instruments,Other,0,0,7383775,Export,90 - 97  Miscellaneous
2014,Texas-Mexico Trade,Printed Books,Truck,45672.15,100689937.2,238580366,Import,44 - 49  Wood & Wood Products
2021,Texas-Mexico Trade,Footwear,Rail,187.263,412844.5824,2096568,Import,64 - 67  Footwear / Headgear
2023,Texas-Mexico Trade,Paper and Paperboard,Air,16.061,35408.4722,280364,Import,44 - 49  Wood & Wood Products
2022,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Rail,0,0,449406704,Export,84 - 85  Machinery / Electrical
2018,Texas-Mexico Trade,Coffee; Tea and Spices,Air,10.366,22853.1364,48019,Import,06 - 15  Vegetable Products
2019,Texas-Mexico Trade,Vegetable Plaiting Materials,Air,1.139,2511.0672,2701,Export,06 - 15  Vegetable Products
2014,Texas-Mexico Trade,Locomotives and Traffic Signals,Other,0,0,160610,Export,86 - 89  Transportation
2013,Texas-Mexico Trade,Lac; Gums; Resins and Saps,Truck,0,0,40546744,Export,06 - 15  Vegetable Products
2019,Texas-Mexico Trade,Silk,Truck,32.405,71440.8537,1936918,Import,50 - 63  Textiles
2023,Texas-Mexico Trade,Toys; Games and Sport Equipment,Truck,0,0,829927743,Export,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Impregnated Fabrics,Truck,0,0,910290360,Export,50 - 63  Textiles
2015,Texas-Mexico Trade,Special Woven Fabrics,Rail,0,0,237852,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Printed Books,Air,7.941,17506.9212,676523,Export,44 - 49  Wood & Wood Products
2023,Texas-Mexico Trade,Products of Animal Origin,Rail,0,0,122457,Export,01 - 05  Animal & Animal Products
2019,Texas-Mexico Trade,Toys; Games and Sport Equipment,Other,0,0,460270,Export,90 - 97  Miscellaneous
2019,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Other,19.413,42798.3738,18193,Import,16 - 24  Foodstuffs
2015,Texas-Mexico Trade,Products of Animal Origin,Truck,0,0,183902979,Export,01 - 05  Animal & Animal Products
2016,Texas-Mexico Trade,Man-made Staple Fibers,Air,1.383,3048.9955,14476,Import,50 - 63  Textiles
2022,Texas-Mexico Trade,Animal or Vegetable Fats and Oils,Truck,0,0,146393826,Export,06 - 15  Vegetable Products
2017,Texas-Mexico Trade,Miscellaneous Edible Preparations,Vessel,8.386,18487.9803,16689,Import,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Locomotives and Traffic Signals,Rail,0,0,349360964,Export,86 - 89  Transportation
2023,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Vessel,0.534,1177.2693,11322,Import,50 - 63  Textiles
2013,Texas-Mexico Trade,Malts; Starches and Inulin,Truck,34390.976,75819185.52,30161960,Import,06 - 15  Vegetable Products
2019,Texas-Mexico Trade,Articles of Leather and Handbags,Air,2.159,4759.7838,86092,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2016,Texas-Mexico Trade,Footwear,Other,0.267,588.6347,461,Import,64 - 67  Footwear / Headgear
2014,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Rail,2088964.115,4605381301,1551251760,Import,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Pulp of Wood and Paperboard,Vessel,498.612,1099252.191,232644,Export,44 - 49  Wood & Wood Products
2024,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Rail,0,0,4680259758,Export,25 - 27  Mineral Products
2013,Texas-Mexico Trade,Footwear,Truck,0,0,44563870,Export,64 - 67  Footwear / Headgear
2017,Texas-Mexico Trade,Aluminum and Articles,Foreign Trade Zones,0.016,35.2739,3012,Import,72 - 83  Metals
2024,Texas-Mexico Trade,Arms and Ammunition and Parts,Air,0.284,626.1132,18131,Import,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Vegetable Plaiting Materials,Truck,0,0,453625,Export,06 - 15  Vegetable Products
2023,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Other,0,0,198441,Export,16 - 24  Foodstuffs
2013,Texas-Mexico Trade,Ships and Boats,Air,2.215,4883.2429,30539,Import,86 - 89  Transportation
2019,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,38.456,84781.0367,63836,Import,06 - 15  Vegetable Products
2015,Texas-Mexico Trade,Glass,Vessel,2.414,5321.9633,17695,Import,68 - 71  Stone / Glass
2020,Texas-Mexico Trade,Vehicles Other than Railway,Truck,3872196.882,8536739806,27891336620,Import,86 - 89  Transportation
2015,Texas-Mexico Trade,Fertilizers,Rail,518.6,1143318.224,573317,Import,28 - 38  Chemicals & Allied Industries
2014,Texas-Mexico Trade,Paper and Paperboard,Rail,0,0,610712788,Export,44 - 49  Wood & Wood Products
2018,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Rail,695128.183,1532496567,79472028,Import,25 - 27  Mineral Products
2016,Texas-Mexico Trade,Special Classification Provisions,Vessel,4.536,10000.1763,5000,Export,98 - 99  Service
2017,Texas-Mexico Trade,Man-made Staple Fibers,Truck,0,0,349812961,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Other,0,0,958868,Export,16 - 24  Foodstuffs
2017,Texas-Mexico Trade,Plastics and Articles,Air,31.065,68486.6534,1225086,Import,39 - 40  Plastics / Rubbers
2013,Texas-Mexico Trade,Wool and Animal Hair,Air,2.037,4490.8197,38030,Import,50 - 63  Textiles
