Year,Port Original,POE,Region,Mode,Commodity Group,Commodity,Trade Type,Trade Value,Lat,Lon,Shipwt Metric Ton,Shipwt Pound
2014,Laredo,Laredo,Laredo,Rail,16 - 24  Foodstuffs,Preparations of Fish and Meat,Export,37961,27.499561,-99.507412,0,0
2018,Hidalgo,Hidalgo,Pharr,Truck,86 - 89  Transportation,Vehicles Other than Railway,Import,1187569583,26.095032,-98.271092,152371.552,335922044.5
2014,Laredo,Laredo,Laredo,Truck,64 - 67  Footwear / Headgear,Umbrellas and Walking Sticks,Export,1502705,27.499561,-99.507412,0,0
2018,El Paso,El Paso + Ysleta,El Paso,Truck,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,549058697,31.764363,-106.451188,0,0
2024,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Tin and Articles,Import,2708664,25.95155,-97.40067,118.097,260359.5298
2022,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Vegetable Plaiting Materials,Import,112066,31.764363,-106.451188,14.311,31550.3799
2019,Presidio,Presidio,El Paso,Truck,72 - 83  Metals,Aluminum and Articles,Import,5697485,29.561827,-104.394907,921.342,2031213.072
2024,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Malts; Starches and Inulin,Export,6332588,31.764363,-106.451188,0,0
2023,Laredo,Laredo,Laredo,Air,68 - 71  Stone / Glass,Ceramic Products,Export,12258,27.499561,-99.507412,0.026,57.3202
2014,Rio Grande City,Rio Grande City,Pharr,Other,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,6770,26.365761,-98.802513,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Air,72 - 83  Metals,Iron and Steel,Import,4655,31.764363,-106.451188,0.012,26.4554
2018,Brownsville,Brownsville,Pharr,Truck,86 - 89  Transportation,Locomotives and Traffic Signals,Import,100410,25.95155,-97.40067,85.716,188971.5861
2022,El Paso,El Paso + Ysleta,El Paso,Air,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,500699,31.764363,-106.451188,4.134,9113.9167
2023,Laredo,Laredo,Laredo,Vessel,86 - 89  Transportation,Vehicles Other than Railway,Import,103863,27.499561,-99.507412,16.192,35697.2786
2020,Eagle Pass,Eagle Pass,Laredo,Vessel,98 - 99  Service,Special Classification Provisions,Import,31488,28.705483,-100.511977,0.82,1807.792
2023,Roma,Roma,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Import,496887,26.403928,-99.018981,155.869,343632.6032
2021,Progreso,Progreso,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Import,169132,26.062133,-97.949958,18.976,41834.9525
2024,Eagle Pass,Eagle Pass,Laredo,Rail,72 - 83  Metals,Aluminum and Articles,Export,1203697,28.705483,-100.511977,0,0
2019,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,93974,28.705483,-100.511977,66.226,146003.4567
2024,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Copper and Articles,Import,7217763,25.95155,-97.40067,1118.287,2465402.828
2023,El Paso,El Paso + Ysleta,El Paso,Truck,72 - 83  Metals,Other Base Metals and Cermets,Export,1741356,31.764363,-106.451188,0,0
2017,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Tools of Base Metal,Export,12267977,29.326784,-100.927612,0,0
2013,Del Rio,Del Rio,Laredo,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Import,924770,29.326784,-100.927612,84.636,186590.5919
2018,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Import,675743210,27.499561,-99.507412,36572.62,80628891.16
2017,Laredo,Laredo,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Import,59423582,27.499561,-99.507412,13216.518,29137458.33
2020,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Aluminum and Articles,Import,522121408,27.499561,-99.507412,192234.661,423805228
2017,El Paso,El Paso + Ysleta,El Paso,Rail,68 - 71  Stone / Glass,Ceramic Products,Export,3534412,31.764363,-106.451188,0,0
2022,El Paso,El Paso + Ysleta,El Paso,Other,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Export,29164,31.764363,-106.451188,0,0
2022,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Impregnated Fabrics,Export,465172,27.499561,-99.507412,0,0
2021,Rio Grande City,Rio Grande City,Pharr,Truck,50 - 63  Textiles,Knitted or Crocheted Fabrics,Import,400,26.365761,-98.802513,0.009,19.8416
2024,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Special Woven Fabrics,Import,34324,28.705483,-100.511977,1.239,2731.5292
2014,El Paso,El Paso + Ysleta,El Paso,Other,68 - 71  Stone / Glass,Glass,Export,405880,31.764363,-106.451188,0,0
2018,El Paso,El Paso + Ysleta,El Paso,Other,16 - 24  Foodstuffs,Tobacco and Manufactured Tobacco,Export,2467539,31.764363,-106.451188,0,0
2020,Roma,Roma,Pharr,Truck,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Import,15418,26.403928,-99.018981,9.575,21109.2787
2019,Eagle Pass,Eagle Pass,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Export,7208534,28.705483,-100.511977,0,0
2013,Hidalgo,Hidalgo,Pharr,Other,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,6180,26.095032,-98.271092,0,0
2013,Del Rio,Del Rio,Laredo,Truck,64 - 67  Footwear / Headgear,Umbrellas and Walking Sticks,Import,3884,29.326784,-100.927612,0.234,515.8819
2016,Del Rio,Del Rio,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,4851186,29.326784,-100.927612,0,0
2013,Laredo,Laredo,Laredo,Rail,01 - 05  Animal & Animal Products,Meat and Edible Offal,Export,872930,27.499561,-99.507412,0,0
2021,El Paso,El Paso + Ysleta,El Paso,Rail,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Export,129602635,31.764363,-106.451188,0,0
2020,Laredo,Laredo,Laredo,Other,06 - 15  Vegetable Products,Vegetable Plaiting Materials,Export,4414,27.499561,-99.507412,0,0
2021,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Import,27987061,27.499561,-99.507412,15538.685,34256964.41
2020,Ysleta,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Export,8266476,31.672276,-106.335328,0,0
2019,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,93275183,25.95155,-97.40067,0,0
2016,Brownsville,Brownsville,Pharr,Pipeline,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,991661425,25.95155,-97.40067,0,0
2022,Eagle Pass,Eagle Pass,Laredo,Truck,72 - 83  Metals,Lead and Articles,Import,207354,28.705483,-100.511977,18.696,41217.6578
2014,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Copper and Articles,Import,7953189,29.326784,-100.927612,1784.934,3935109.084
2016,Brownsville,Brownsville,Pharr,Vessel,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,1768162,25.95155,-97.40067,8.963,19760.048
2024,Laredo,Laredo,Laredo,Air,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,1843328,27.499561,-99.507412,120.361,265350.799
2023,Laredo,Laredo,Laredo,Air,50 - 63  Textiles,Other Made up Textile Articles,Export,4511,27.499561,-99.507412,0.116,255.7364
2017,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Malts; Starches and Inulin,Export,28728,26.095032,-98.271092,0,0
2016,Presidio,Presidio,El Paso,Other,16 - 24  Foodstuffs,Tobacco and Manufactured Tobacco,Export,24762,29.561827,-104.394907,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Other,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Export,202718,31.764363,-106.451188,0,0
2013,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,63977582,25.95155,-97.40067,8136.935,17938885.61
2022,El Paso,El Paso + Ysleta,El Paso,Foreign Trade Zones,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Import,354257,31.764363,-106.451188,3.58,7892.5553
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Special Woven Fabrics,Import,443970,31.672276,-106.335328,21.928,48343.0037
2024,Progreso,Progreso,Pharr,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Import,7212,26.062133,-97.949958,0.13,286.6011
2014,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Export,55263372,25.95155,-97.40067,0,0
2018,Eagle Pass,Eagle Pass,Laredo,Truck,06 - 15  Vegetable Products,Lac; Gums; Resins and Saps,Export,7851980,28.705483,-100.511977,0,0
2024,Del Rio,Del Rio,Laredo,Air,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,9797,29.326784,-100.927612,0.241,531.3144
2017,Eagle Pass,Eagle Pass,Laredo,Truck,98 - 99  Service,Special Classification Provisions,Export,228352,28.705483,-100.511977,0,0
2018,Del Rio,Del Rio,Laredo,Truck,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Export,45526771,29.326784,-100.927612,0,0
2015,Laredo,Laredo,Laredo,Rail,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Import,19835332,27.499561,-99.507412,167757.159,369841529.4
2022,Roma,Roma,Pharr,Truck,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Export,4243,26.403928,-99.018981,0,0
2019,Brownsville,Brownsville,Pharr,Vessel,86 - 89  Transportation,Ships and Boats,Export,2762427,25.95155,-97.40067,407.957,899391.9642
2018,El Paso,El Paso + Ysleta,El Paso,Rail,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Import,1033589611,31.764363,-106.451188,131598.631,290125555.6
2024,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Special Woven Fabrics,Export,38798247,27.499561,-99.507412,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Truck,72 - 83  Metals,Tin and Articles,Export,4758636,31.764363,-106.451188,0,0
2016,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Export,73825043,27.499561,-99.507412,0,0
2013,Laredo,Laredo,Laredo,Truck,86 - 89  Transportation,Locomotives and Traffic Signals,Export,281289767,27.499561,-99.507412,0,0
2021,Roma,Roma,Pharr,Truck,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,192369,26.403928,-99.018981,0,0
2014,Progreso,Progreso,Pharr,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Import,111854776,26.062133,-97.949958,153127.967,337589655.5
2022,Hidalgo,Hidalgo,Pharr,Air,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Export,161579,26.095032,-98.271092,2.602,5736.432
2018,Laredo,Laredo,Laredo,Air,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,4263161,27.499561,-99.507412,808.138,1781640.769
2022,Laredo,Laredo,Laredo,Pipeline,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Import,1471172,27.499561,-99.507412,4683.707,10325814.83
2023,Ysleta,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Import,14634349,31.672276,-106.335328,11642.648,25667666.1
2015,Brownsville,Brownsville,Pharr,Truck,86 - 89  Transportation,Ships and Boats,Export,387086,25.95155,-97.40067,0,0
2019,Rio Grande City,Rio Grande City,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Export,4559564,26.365761,-98.802513,0,0
2017,Eagle Pass,Eagle Pass,Laredo,Rail,01 - 05  Animal & Animal Products,Fish and Crustaceans,Export,11421,28.705483,-100.511977,0,0
2024,Laredo,Laredo,Laredo,Other,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,1234326,27.499561,-99.507412,0,0
2019,Laredo,Laredo,Laredo,Air,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Export,74755,27.499561,-99.507412,0.372,820.1198
2024,Hidalgo,Hidalgo,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Export,42391749,26.095032,-98.271092,0,0
2023,Eagle Pass,Eagle Pass,Laredo,Rail,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Import,104954,28.705483,-100.511977,16.967,37405.8625
2022,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Live Trees and Plants,Import,647427,26.095032,-98.271092,486.58,1072726.15
2018,Presidio,Presidio,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,709454,29.561827,-104.394907,0,0
2014,El Paso,El Paso + Ysleta,El Paso,Rail,86 - 89  Transportation,Vehicles Other than Railway,Export,670794628,31.764363,-106.451188,0,0
2021,Hidalgo,Hidalgo,Pharr,Truck,16 - 24  Foodstuffs,Miscellaneous Edible Preparations,Import,6919585,26.095032,-98.271092,2676.721,5901164.481
2020,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,60590887,31.764363,-106.451188,0,0
2016,El Paso,El Paso + Ysleta,El Paso,Foreign Trade Zones,72 - 83  Metals,Articles of Iron and Steel,Import,75368,31.764363,-106.451188,5.767,12714.0689
2020,Hidalgo,Hidalgo,Pharr,Truck,90 - 97  Miscellaneous,Miscellaneous Manufactured Articles,Import,3399759,26.095032,-98.271092,515.916,1137401.011
2017,El Paso,El Paso + Ysleta,El Paso,Truck,86 - 89  Transportation,Locomotives and Traffic Signals,Import,598442,31.764363,-106.451188,391.362,862806.2217
2017,El Paso,El Paso + Ysleta,El Paso,Rail,90 - 97  Miscellaneous,Miscellaneous Manufactured Articles,Export,2563,31.764363,-106.451188,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Rail,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,626977,31.764363,-106.451188,0,0
2021,Laredo,Laredo,Laredo,Other,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,421630,27.499561,-99.507412,0,0
2024,Eagle Pass,Eagle Pass,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Export,33681996,28.705483,-100.511977,0,0
2016,Presidio,Presidio,El Paso,Truck,72 - 83  Metals,Tin and Articles,Export,32423,29.561827,-104.394907,0,0
2019,Eagle Pass,Eagle Pass,Laredo,Rail,16 - 24  Foodstuffs,Food Residues and Waste,Export,261034250,28.705483,-100.511977,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Import,133042,31.764363,-106.451188,183.595,404758.02
2019,Hidalgo,Hidalgo,Pharr,Truck,16 - 24  Foodstuffs,Preparations of Fish and Meat,Import,17000,26.095032,-98.271092,1.635,3604.5608
2013,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Knitted or Crocheted Fabrics,Export,119156,27.499561,-99.507412,0,0
2019,El Paso,El Paso + Ysleta,El Paso,Rail,72 - 83  Metals,Articles of Iron and Steel,Import,48463355,31.764363,-106.451188,30910.894,68146911.76
2014,Brownsville,Brownsville,Pharr,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Export,2585584,25.95155,-97.40067,0,0
2024,Presidio,Presidio,El Paso,Truck,44 - 49  Wood & Wood Products,Wood and Articles,Export,4658966,29.561827,-104.394907,0,0
2017,El Paso,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Import,394548,31.764363,-106.451188,122.766,270652.9212
2020,Brownsville,Brownsville,Pharr,Truck,01 - 05  Animal & Animal Products,Live Animals,Export,4365079,25.95155,-97.40067,0,0
2015,Del Rio,Del Rio,Laredo,Truck,90 - 97  Miscellaneous,Miscellaneous Manufactured Articles,Export,7604342,29.326784,-100.927612,0,0
2017,Eagle Pass,Eagle Pass,Laredo,Rail,72 - 83  Metals,Zinc and Articles,Import,41320918,28.705483,-100.511977,14615.995,32222779.5
2013,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Import,24799829,29.326784,-100.927612,1324.202,2919368.066
2015,Roma,Roma,Pharr,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Export,973240,26.403928,-99.018981,0,0
2024,Laredo,Laredo,Laredo,Other,01 - 05  Animal & Animal Products,Dairy Products,Export,72054,27.499561,-99.507412,0,0
2020,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Import,146596506,31.764363,-106.451188,22660.635,49958189.3
2018,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Import,1362311341,27.499561,-99.507412,601949.707,1327073024
2013,Eagle Pass,Eagle Pass,Laredo,Rail,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Import,199614076,28.705483,-100.511977,43889.043,96758855.98
2019,Hidalgo,Hidalgo,Pharr,Truck,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,465018749,26.095032,-98.271092,0,0
2021,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Import,405952014,27.499561,-99.507412,48857.806,107713112.2
2022,Brownsville,Brownsville,Pharr,Vessel,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,77471,25.95155,-97.40067,4.675,10306.619
2017,Presidio,Presidio,El Paso,Truck,72 - 83  Metals,Articles of Iron and Steel,Import,10129408,29.561827,-104.394907,3064.251,6755522.584
2018,El Paso,El Paso + Ysleta,El Paso,Truck,44 - 49  Wood & Wood Products,Pulp of Wood and Paperboard,Export,22447883,31.764363,-106.451188,0,0
2016,Laredo,Laredo,Laredo,Rail,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Import,2391112,27.499561,-99.507412,14391.074,31726913.17
2024,Tornillo,Tornillo,El Paso,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,3200494,31.43019,-106.142743,184.112,405897.8107
2017,Roma,Roma,Pharr,Truck,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Import,479711,26.403928,-99.018981,58.402,128754.4745
2022,El Paso,El Paso + Ysleta,El Paso,Rail,72 - 83  Metals,Iron and Steel,Import,145979637,31.764363,-106.451188,131243.919,289343548.8
2020,Progreso,Progreso,Pharr,Truck,06 - 15  Vegetable Products,Vegetable Plaiting Materials,Import,27792,26.062133,-97.949958,65.233,143814.2645
2019,Del Rio,Del Rio,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Export,711767,29.326784,-100.927612,0,0
2017,Roma,Roma,Pharr,Truck,98 - 99  Service,Special Classification Provisions,Import,404913,26.403928,-99.018981,65.419,144224.3244
2021,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Knitted or Crocheted Fabrics,Import,30448,28.705483,-100.511977,2.88,6349.3181
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Other Made up Textile Articles,Import,171339165,31.672276,-106.335328,24718.368,54494717.72
2019,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Export,16384305,31.764363,-106.451188,0,0
2014,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Import,36961347,25.95155,-97.40067,16187.25,35686806.65
2017,El Paso,El Paso + Ysleta,El Paso,Rail,28 - 38  Chemicals & Allied Industries,Fertilizers,Export,10190322,31.764363,-106.451188,0,0
2013,Roma,Roma,Pharr,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,5002119,26.403928,-99.018981,0,0
2015,Del Rio,Del Rio,Laredo,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,66695849,29.326784,-100.927612,25083.591,55299897.26
2017,El Paso,El Paso + Ysleta,El Paso,Rail,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,99329945,31.764363,-106.451188,75515.384,166483059.7
2015,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Clocks; Watches and Parts,Export,2745864,31.764363,-106.451188,0,0
2018,Roma,Roma,Pharr,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,2537867,26.403928,-99.018981,0,0
2023,Roma,Roma,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Fertilizers,Import,2542,26.403928,-99.018981,20,44092.4884
2020,Hidalgo,Hidalgo,Pharr,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,779259791,26.095032,-98.271092,0,0
2023,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Wood and Articles,Import,219590096,27.499561,-99.507412,126436.662,278745352.7
2023,Brownsville,Brownsville,Pharr,Rail,01 - 05  Animal & Animal Products,Fish and Crustaceans,Export,89341,25.95155,-97.40067,0,0
2014,Laredo,Laredo,Laredo,Other,90 - 97  Miscellaneous,Clocks; Watches and Parts,Export,438807,27.499561,-99.507412,0,0
2014,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Zinc and Articles,Import,16526608,27.499561,-99.507412,3326.1,7332801.283
2024,El Paso,El Paso + Ysleta,El Paso,Air,25 - 27  Mineral Products,Ores; Slag and Ash,Import,13112,31.764363,-106.451188,0.301,663.5918
2013,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,1399305441,31.764363,-106.451188,0,0
2014,Laredo,Laredo,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Export,300471641,27.499561,-99.507412,0,0
2021,Brownsville,Brownsville,Pharr,Vessel,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,52712295,25.95155,-97.40067,149173.192,328870861.9
2017,Rio Grande City,Rio Grande City,Pharr,Truck,50 - 63  Textiles,Other Made up Textile Articles,Import,13088,26.365761,-98.802513,4.026,8875.8176
2014,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Special Woven Fabrics,Import,1721299,31.764363,-106.451188,142.312,313744.51
2017,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Import,319694618,31.764363,-106.451188,26679.682,58818678.46
2013,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Other Base Metals and Cermets,Import,11545115,27.499561,-99.507412,1681.387,3706826.839
2014,El Paso,El Paso + Ysleta,El Paso,Air,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,18873,31.764363,-106.451188,1.934,4263.7435
2019,Presidio,Presidio,El Paso,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,70275,29.561827,-104.394907,10.002,22050.6533
2023,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Articles of Iron and Steel,Export,255979167,25.95155,-97.40067,0,0
2016,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,16996819,25.95155,-97.40067,0,0
2019,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Cotton,Import,24803,29.326784,-100.927612,2.493,5496.1285
2024,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,27791066,29.326784,-100.927612,0,0
2013,Laredo,Laredo,Laredo,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Import,4897801,27.499561,-99.507412,7023.421,15484005.45
2016,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Cereals,Import,1996066,27.499561,-99.507412,1929.074,4252883.648
2014,Progreso,Progreso,Pharr,Truck,64 - 67  Footwear / Headgear,Footwear,Import,51398,26.062133,-97.949958,1.947,4292.4034
2022,Eagle Pass,Eagle Pass,Laredo,Rail,44 - 49  Wood & Wood Products,Wood and Articles,Import,903462,28.705483,-100.511977,387.174,853573.2549
2021,Brownsville,Brownsville,Pharr,Truck,44 - 49  Wood & Wood Products,Pulp of Wood and Paperboard,Export,5264852,25.95155,-97.40067,0,0
2016,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Carpets and Other Textile Floor Coverings,Export,1693572,27.499561,-99.507412,0,0
2013,Brownsville,Brownsville,Pharr,Vessel,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,26937,25.95155,-97.40067,0.835,1840.8613
2015,Brownsville,Brownsville,Pharr,Vessel,50 - 63  Textiles,Knitted or Crocheted Apparel,Export,66877,25.95155,-97.40067,12.127,26735.4803
2017,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Lac; Gums; Resins and Saps,Import,11131803,26.095032,-98.271092,3502.752,7722252.596
2021,El Paso,El Paso + Ysleta,El Paso,Truck,68 - 71  Stone / Glass,Glass,Import,6578535,31.764363,-106.451188,736.951,1624700.171
2020,Laredo,Laredo,Laredo,Foreign Trade Zones,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,7285853,27.499561,-99.507412,140.42,309573.3607
2024,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Cereals,Export,857713017,28.705483,-100.511977,0,0
2017,Brownsville,Brownsville,Pharr,Truck,64 - 67  Footwear / Headgear,Footwear,Import,25365294,25.95155,-97.40067,705.659,1555713.063
2021,El Paso,El Paso + Ysleta,El Paso,Other,44 - 49  Wood & Wood Products,Wood and Articles,Export,58082,31.764363,-106.451188,0,0
2021,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Pulp of Wood and Paperboard,Import,76066,27.499561,-99.507412,218.982,482773.0644
2013,Laredo,Laredo,Laredo,Rail,72 - 83  Metals,Zinc and Articles,Export,4352,27.499561,-99.507412,0,0
2016,Hidalgo,Hidalgo,Pharr,Other,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Import,72558,26.095032,-98.271092,3.482,7676.5022
2017,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Silk,Import,894,27.499561,-99.507412,0.006,13.2277
2016,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Cotton,Export,107249313,28.705483,-100.511977,0,0
2021,Del Rio,Del Rio,Laredo,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Export,654194,29.326784,-100.927612,0,0
2016,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Import,75510778,27.499561,-99.507412,15845.017,34932311.42
2013,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Import,5412954,31.764363,-106.451188,19.037,41969.4346
2021,El Paso,El Paso + Ysleta,El Paso,Rail,72 - 83  Metals,Articles of Iron and Steel,Export,20183630,31.764363,-106.451188,0,0
2019,Laredo,Laredo,Laredo,Truck,16 - 24  Foodstuffs,Sugars and Sugar Confectionery,Export,116109179,27.499561,-99.507412,0,0
2021,El Paso,El Paso + Ysleta,El Paso,Other,98 - 99  Service,Special Classification Provisions,Export,5565,31.764363,-106.451188,0,0
2021,Laredo,Laredo,Laredo,Rail,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,670855131,27.499561,-99.507412,0,0
2013,Del Rio,Del Rio,Laredo,Truck,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Export,224256271,29.326784,-100.927612,0,0
