Year,Port Original,POE,Region,Mode,Commodity Group,Commodity,Trade Type,Trade Value,Lat,Lon,Shipwt Metric Ton,Shipwt Pound
2024,Laredo,Laredo,Laredo,Rail,06 - 15  Vegetable Products,Lac; Gums; Resins and Saps,Export,16400,27.499561,-99.507412,0,0
2021,Rio Grande City,Rio Grande City,Pharr,Truck,01 - 05  Animal & Animal Products,Meat and Edible Offal,Export,17600,26.365761,-98.802513,0,0
2020,Progreso,Progreso,Pharr,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,24714,26.062133,-97.949958,3.615,7969.717
2013,Hidalgo,Hidalgo,Pharr,Truck,72 - 83  Metals,Iron and Steel,Export,80637256,26.095032,-98.271092,0,0
2019,Presidio,Presidio,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,1400681,29.561827,-104.394907,0,0
2018,Brownsville,Brownsville,Pharr,Air,72 - 83  Metals,Articles of Iron and Steel,Export,2777,25.95155,-97.40067,0.007,15.4323
2013,El Paso,El Paso + Ysleta,El Paso,Truck,72 - 83  Metals,Zinc and Articles,Import,7186,31.764363,-106.451188,28.735,63349.8825
2019,Roma,Roma,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,1383551,26.403928,-99.018981,0,0
2014,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Special Woven Fabrics,Export,554143,27.499561,-99.507412,0,0
2018,Del Rio,Del Rio,Laredo,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,25662,29.326784,-100.927612,0,0
2020,El Paso,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Export,1311458,31.764363,-106.451188,0,0
2021,Laredo,Laredo,Laredo,Rail,44 - 49  Wood & Wood Products,Printed Books,Export,739382,27.499561,-99.507412,0,0
2024,El Paso,El Paso + Ysleta,El Paso,Air,86 - 89  Transportation,Vehicles Other than Railway,Import,560077,31.764363,-106.451188,27.14,59833.5063
2021,Hidalgo,Hidalgo,Pharr,Truck,68 - 71  Stone / Glass,Stone; Plaster; Cement and Asbestos,Export,21788585,26.095032,-98.271092,0,0
2016,Hidalgo,Hidalgo,Pharr,Truck,50 - 63  Textiles,Other Vegetable Fibers and Paper Yarn,Import,308,26.095032,-98.271092,0.019,41.8878
2019,Brownsville,Brownsville,Pharr,Rail,44 - 49  Wood & Wood Products,Wood and Articles,Export,8684,25.95155,-97.40067,0,0
2016,El Paso,El Paso + Ysleta,El Paso,Foreign Trade Zones,90 - 97  Miscellaneous,Measuring and Testing Instruments,Import,121389086,31.764363,-106.451188,4134.69,9115438.543
2014,Del Rio,Del Rio,Laredo,Truck,68 - 71  Stone / Glass,Stone; Plaster; Cement and Asbestos,Import,183734,29.326784,-100.927612,80.639,177778.708
2016,El Paso,El Paso + Ysleta,El Paso,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,168631680,31.764363,-106.451188,7713.088,17004462.16
2018,El Paso,El Paso + Ysleta,El Paso,Truck,44 - 49  Wood & Wood Products,Wood and Articles,Import,138512574,31.764363,-106.451188,204452.168,450740242.3
2021,Rio Grande City,Rio Grande City,Pharr,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Import,8527,26.365761,-98.802513,0.518,1141.9953
2021,Brownsville,Brownsville,Pharr,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Import,60894,25.95155,-97.40067,3.087,6805.6754
2020,Presidio,Presidio,El Paso,Rail,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Export,63300,29.561827,-104.394907,0,0
2024,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,23104328,27.499561,-99.507412,0,0
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Man-made Staple Fibers,Import,830960,31.672276,-106.335328,178.451,393417.4319
2024,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Man-made Staple Fibers,Import,418787,28.705483,-100.511977,27.033,59597.6114
2013,Laredo,Laredo,Laredo,Air,64 - 67  Footwear / Headgear,Footwear,Import,662,27.499561,-99.507412,0.01,22.0462
2018,Brownsville,Brownsville,Pharr,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,2224351544,25.95155,-97.40067,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Rail,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Import,910129,31.764363,-106.451188,8590.451,18938718.05
2016,Presidio,Presidio,El Paso,Truck,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Export,44320307,29.561827,-104.394907,0,0
2018,Rio Grande City,Rio Grande City,Pharr,Truck,98 - 99  Service,Special Classification Provisions,Import,225804,26.365761,-98.802513,17.86,39374.5915
2015,Brownsville,Brownsville,Pharr,Other,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,341495,25.95155,-97.40067,0,0
2019,Roma,Roma,Pharr,Truck,68 - 71  Stone / Glass,Stone; Plaster; Cement and Asbestos,Export,66211,26.403928,-99.018981,0,0
2021,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Impregnated Fabrics,Export,2595940,27.499561,-99.507412,0,0
2020,Del Rio,Del Rio,Laredo,Truck,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Export,282249448,29.326784,-100.927612,0,0
2019,Laredo,Laredo,Laredo,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Export,33140322,27.499561,-99.507412,0,0
2013,Brownsville,Brownsville,Pharr,Vessel,44 - 49  Wood & Wood Products,Printed Books,Export,20244,25.95155,-97.40067,0.021,46.2971
2013,Laredo,Laredo,Laredo,Truck,86 - 89  Transportation,Ships and Boats,Export,21076997,27.499561,-99.507412,0,0
2019,Hidalgo,Hidalgo,Pharr,Other,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,1522950,26.095032,-98.271092,0,0
2022,Brownsville,Brownsville,Pharr,Truck,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Import,1031270,25.95155,-97.40067,15.272,33669.0239
2015,Roma,Roma,Pharr,Other,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Export,160076,26.403928,-99.018981,0,0
2016,El Paso,El Paso + Ysleta,El Paso,Rail,68 - 71  Stone / Glass,Stone; Plaster; Cement and Asbestos,Import,358491,31.764363,-106.451188,1795.285,3957929.152
2024,Laredo,Laredo,Laredo,Other,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,9718157,27.499561,-99.507412,0,0
2023,Eagle Pass,Eagle Pass,Laredo,Truck,98 - 99  Service,Special Classification Provisions,Export,571292,28.705483,-100.511977,0,0
2020,Ysleta,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Export,75653564,31.672276,-106.335328,0,0
2022,Hidalgo,Hidalgo,Pharr,Truck,90 - 97  Miscellaneous,Musical Instruments and Parts,Import,15802,26.095032,-98.271092,1.124,2477.9977
2020,Laredo,Laredo,Laredo,Other,50 - 63  Textiles,Man-made Staple Fibers,Export,36078,27.499561,-99.507412,0,0
2020,Laredo,Laredo,Laredo,Air,86 - 89  Transportation,Vehicles Other than Railway,Export,15784466,27.499561,-99.507412,1342.539,2959794.264
2016,Brownsville,Brownsville,Pharr,Vessel,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,313544,25.95155,-97.40067,4.641,10231.6618
2019,Eagle Pass,Eagle Pass,Laredo,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,312815,28.705483,-100.511977,0,0
2015,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Zinc and Articles,Export,19721129,27.499561,-99.507412,0,0
2017,Roma,Roma,Pharr,Other,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,3675,26.403928,-99.018981,0,0
2020,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Other Made up Textile Articles,Export,29367892,25.95155,-97.40067,0,0
2024,Roma,Roma,Pharr,Truck,50 - 63  Textiles,Other Made up Textile Articles,Export,4738450,26.403928,-99.018981,0,0
2013,Laredo,Laredo,Laredo,Truck,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Export,234512197,27.499561,-99.507412,0,0
2013,Hidalgo,Hidalgo,Pharr,Truck,64 - 67  Footwear / Headgear,Headgear,Export,6098978,26.095032,-98.271092,0,0
2020,El Paso,El Paso + Ysleta,El Paso,Truck,72 - 83  Metals,Other Base Metals and Cermets,Export,15806481,31.764363,-106.451188,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Knitted or Crocheted Fabrics,Export,16899821,31.764363,-106.451188,0,0
2021,Eagle Pass,Eagle Pass,Laredo,Rail,44 - 49  Wood & Wood Products,Pulp of Wood and Paperboard,Export,77292881,28.705483,-100.511977,0,0
2019,Hidalgo,Hidalgo,Pharr,Other,01 - 05  Animal & Animal Products,Dairy Products,Export,218176,26.095032,-98.271092,0,0
2014,Eagle Pass,Eagle Pass,Laredo,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Export,7902282,28.705483,-100.511977,0,0
2015,Eagle Pass,Eagle Pass,Laredo,Truck,72 - 83  Metals,Other Base Metals and Cermets,Export,623656,28.705483,-100.511977,0,0
2014,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,18804107,28.705483,-100.511977,0,0
2016,Del Rio,Del Rio,Laredo,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Raw Hides and Skins,Export,1495727,29.326784,-100.927612,0,0
2022,Brownsville,Brownsville,Pharr,Truck,44 - 49  Wood & Wood Products,Wood and Articles,Import,1593270,25.95155,-97.40067,929.021,2048142.383
2022,Presidio,Presidio,El Paso,Truck,86 - 89  Transportation,Vehicles Other than Railway,Export,23927397,29.561827,-104.394907,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Truck,68 - 71  Stone / Glass,Stone; Plaster; Cement and Asbestos,Export,35426895,31.764363,-106.451188,0,0
2022,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Import,13373621,27.499561,-99.507412,8940.382,19710184.48
2023,Laredo,Laredo,Laredo,Other,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,10597010,27.499561,-99.507412,0,0
2014,Presidio,Presidio,El Paso,Other,64 - 67  Footwear / Headgear,Footwear,Export,192908,29.561827,-104.394907,0,0
2014,Tornillo,Tornillo,El Paso,Truck,44 - 49  Wood & Wood Products,Printed Books,Export,13505,31.43019,-106.142743,0,0
2020,El Paso,El Paso + Ysleta,El Paso,Truck,01 - 05  Animal & Animal Products,Products of Animal Origin,Export,19539330,31.764363,-106.451188,0,0
2016,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Vegetable Plaiting Materials,Export,76744,26.095032,-98.271092,0,0
2017,El Paso,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Export,23035151,31.764363,-106.451188,0,0
2020,Brownsville,Brownsville,Pharr,Truck,25 - 27  Mineral Products,Ores; Slag and Ash,Export,17302210,25.95155,-97.40067,0,0
2017,Rio Grande City,Rio Grande City,Pharr,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,100114539,26.365761,-98.802513,145025.13,319725943.1
2024,Rio Grande City,Rio Grande City,Pharr,Other,86 - 89  Transportation,Vehicles Other than Railway,Export,288179,26.365761,-98.802513,0,0
2015,Laredo,Laredo,Laredo,Other,16 - 24  Foodstuffs,Miscellaneous Edible Preparations,Export,64577,27.499561,-99.507412,0,0
2013,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Cotton,Import,14463,25.95155,-97.40067,37.798,83330.3936
2024,Ysleta,El Paso + Ysleta,El Paso,Truck,68 - 71  Stone / Glass,Glass,Export,67149631,31.672276,-106.335328,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Malts; Starches and Inulin,Import,28200,31.764363,-106.451188,4.44,9788.5324
2023,Eagle Pass,Eagle Pass,Laredo,Truck,01 - 05  Animal & Animal Products,Fish and Crustaceans,Export,84615,28.705483,-100.511977,0,0
2023,Tornillo,Tornillo,El Paso,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Import,6649219,31.43019,-106.142743,1087.008,2396444.382
2024,Brownsville,Brownsville,Pharr,Truck,06 - 15  Vegetable Products,Cereals,Export,10202,25.95155,-97.40067,0,0
2016,El Paso,El Paso + Ysleta,El Paso,Other,72 - 83  Metals,Other Base Metals and Cermets,Export,8901,31.764363,-106.451188,0,0
2014,Presidio,Presidio,El Paso,Truck,50 - 63  Textiles,Cotton,Export,82884,29.561827,-104.394907,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Air,72 - 83  Metals,Aluminum and Articles,Export,396357,31.764363,-106.451188,1.377,3035.767
2014,Del Rio,Del Rio,Laredo,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Export,41244,29.326784,-100.927612,0,0
2023,Eagle Pass,Eagle Pass,Laredo,Rail,72 - 83  Metals,Articles of Iron and Steel,Export,45716040,28.705483,-100.511977,0,0
2014,Rio Grande City,Rio Grande City,Pharr,Truck,68 - 71  Stone / Glass,Ceramic Products,Import,13384544,26.365761,-98.802513,95068.192,209589657.7
2016,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Man-made Staple Fibers,Export,168875248,27.499561,-99.507412,0,0
2017,Hidalgo,Hidalgo,Pharr,Truck,50 - 63  Textiles,Other Made up Textile Articles,Import,102504159,26.095032,-98.271092,8446.28,18620875.15
2018,El Paso,El Paso + Ysleta,El Paso,Air,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Import,6205,31.764363,-106.451188,0.22,485.0173
2022,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Printed Books,Import,253979783,27.499561,-99.507412,41967.716,92523051.55
2015,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Other Made up Textile Articles,Export,8551408,29.326784,-100.927612,0,0
2022,Hidalgo,Hidalgo,Pharr,Truck,01 - 05  Animal & Animal Products,Meat and Edible Offal,Import,15302535,26.095032,-98.271092,3585.762,7905258.47
2014,Eagle Pass,Eagle Pass,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Import,1249614,28.705483,-100.511977,729.857,1609060.565
2013,Laredo,Laredo,Laredo,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Furskins and Artificial Fur,Export,248468,27.499561,-99.507412,0,0
2013,Roma,Roma,Pharr,Truck,16 - 24  Foodstuffs,Cocoa and Cocoa Preparations,Export,154323,26.403928,-99.018981,0,0
2015,Presidio,Presidio,El Paso,Truck,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,443564,29.561827,-104.394907,0,0
2022,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Carpets and Other Textile Floor Coverings,Export,40619,27.499561,-99.507412,0,0
2020,El Paso,El Paso + Ysleta,El Paso,Truck,01 - 05  Animal & Animal Products,Dairy Products,Export,230022981,31.764363,-106.451188,0,0
2020,Laredo,Laredo,Laredo,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,9269317018,27.499561,-99.507412,0,0
2024,Eagle Pass,Eagle Pass,Laredo,Truck,64 - 67  Footwear / Headgear,Headgear,Export,34310,28.705483,-100.511977,0,0
2018,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Coffee; Tea and Spices,Export,30186015,27.499561,-99.507412,0,0
2015,Eagle Pass,Eagle Pass,Laredo,Rail,16 - 24  Foodstuffs,Preparations of Vegetables; Fruits and Nuts,Export,161450,28.705483,-100.511977,0,0
2014,Progreso,Progreso,Pharr,Truck,68 - 71  Stone / Glass,Ceramic Products,Import,29582,26.062133,-97.949958,80.577,177642.0216
2017,Brownsville,Brownsville,Pharr,Rail,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Export,21856320,25.95155,-97.40067,0,0
2019,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Lead and Articles,Export,4290,29.326784,-100.927612,0,0
2024,Rio Grande City,Rio Grande City,Pharr,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,21887,26.365761,-98.802513,0,0
2016,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Tools of Base Metal,Import,116132,29.326784,-100.927612,2.043,4504.0472
2017,Rio Grande City,Rio Grande City,Pharr,Truck,72 - 83  Metals,Articles of Iron and Steel,Import,39382315,26.365761,-98.802513,44465.474,98029669.83
2022,Ysleta,El Paso + Ysleta,El Paso,Other,72 - 83  Metals,Articles of Iron and Steel,Export,251997,31.672276,-106.335328,0,0
2013,Presidio,Presidio,El Paso,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Import,736790,29.561827,-104.394907,258.574,570058.5542
2014,Hidalgo,Hidalgo,Pharr,Rail,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,52940,26.095032,-98.271092,3.71,8179.1565
2023,Ysleta,El Paso + Ysleta,El Paso,Air,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Import,5135,31.672276,-106.335328,0.047,103.6173
2021,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Aluminum and Articles,Export,1954240695,27.499561,-99.507412,0,0
2024,Progreso,Progreso,Pharr,Truck,01 - 05  Animal & Animal Products,Meat and Edible Offal,Export,23470,26.062133,-97.949958,0,0
2016,Brownsville,Brownsville,Pharr,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,1605197625,25.95155,-97.40067,0,0
2016,Progreso,Progreso,Pharr,Truck,16 - 24  Foodstuffs,Preparations of Vegetables; Fruits and Nuts,Import,540270,26.062133,-97.949958,518.406,1142890.527
2020,Presidio,Presidio,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Export,130680,29.561827,-104.394907,0,0
2016,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Knitted or Crocheted Fabrics,Export,4980101,25.95155,-97.40067,0,0
2018,Hidalgo,Hidalgo,Pharr,Truck,25 - 27  Mineral Products,Ores; Slag and Ash,Import,3935520,26.095032,-98.271092,17335.16,38217517.06
2019,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Coffee; Tea and Spices,Import,38711,28.705483,-100.511977,18.055,39804.4938
2024,Eagle Pass,Eagle Pass,Laredo,Rail,16 - 24  Foodstuffs,Miscellaneous Edible Preparations,Import,9114362,28.705483,-100.511977,5102.889,11249953.7
2023,El Paso,El Paso + Ysleta,El Paso,Other,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,484629,31.764363,-106.451188,0,0
2016,Hidalgo,Hidalgo,Pharr,Air,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,1119204,26.095032,-98.271092,6.737,14852.5536
2015,El Paso,El Paso + Ysleta,El Paso,Air,98 - 99  Service,Special Classification Provisions,Import,4181416,31.764363,-106.451188,33.764,74436.9384
2018,Brownsville,Brownsville,Pharr,Truck,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Export,6767749,25.95155,-97.40067,0,0
2019,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Import,851071962,27.499561,-99.507412,129550.696,285610628.1
2018,Presidio,Presidio,El Paso,Truck,72 - 83  Metals,Aluminum and Articles,Export,4589864,29.561827,-104.394907,0,0
2018,Laredo,Laredo,Laredo,Other,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Export,20663145,27.499561,-99.507412,0,0
2013,Del Rio,Del Rio,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,6160125,29.326784,-100.927612,0,0
2021,Laredo,Laredo,Laredo,Rail,98 - 99  Service,Special Classification Provisions,Import,36559345,27.499561,-99.507412,10684.041,23554297.69
2022,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Cereals,Import,4025530,27.499561,-99.507412,4266.169,9405300.357
2024,Progreso,Progreso,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Import,73618,26.062133,-97.949958,8.2,18077.9199
2015,Eagle Pass,Eagle Pass,Laredo,Rail,"41 - 43  Raw Hides, Skins, Leather, & Furs",Raw Hides and Skins,Export,3305608,28.705483,-100.511977,0,0
2018,Presidio,Presidio,El Paso,Other,86 - 89  Transportation,Vehicles Other than Railway,Export,5799,29.561827,-104.394907,0,0
2015,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Copper and Articles,Export,104828670,29.326784,-100.927612,0,0
2024,Rio Grande City,Rio Grande City,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Import,166142,26.365761,-98.802513,97.897,215826.1165
2014,Laredo,Laredo,Laredo,Air,44 - 49  Wood & Wood Products,Printed Books,Export,203468,27.499561,-99.507412,1.299,2863.8068
2020,El Paso,El Paso + Ysleta,El Paso,Truck,01 - 05  Animal & Animal Products,Meat and Edible Offal,Import,980927,31.764363,-106.451188,269.267,593632.6035
2020,Brownsville,Brownsville,Pharr,Truck,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Export,530693,25.95155,-97.40067,0,0
2017,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Special Woven Fabrics,Import,1187840,31.764363,-106.451188,41.355,91172.2424
2018,El Paso,El Paso + Ysleta,El Paso,Truck,64 - 67  Footwear / Headgear,Umbrellas and Walking Sticks,Export,514954,31.764363,-106.451188,0,0
2022,Laredo,Laredo,Laredo,Air,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,171264,27.499561,-99.507412,0.648,1428.5966
2018,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Impregnated Fabrics,Export,78132865,29.326784,-100.927612,0,0
2019,Eagle Pass,Eagle Pass,Laredo,Truck,90 - 97  Miscellaneous,Clocks; Watches and Parts,Export,15059,28.705483,-100.511977,0,0
2019,Del Rio,Del Rio,Laredo,Truck,44 - 49  Wood & Wood Products,Cork and Articles,Import,4825,29.326784,-100.927612,0.638,1406.5503
2019,Progreso,Progreso,Pharr,Truck,98 - 99  Service,Special Classification Provisions,Import,494519,26.062133,-97.949958,83.022,183032.3281
2020,Rio Grande City,Rio Grande City,Pharr,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,830874,26.365761,-98.802513,87.284,192428.4375
2023,Laredo,Laredo,Laredo,Truck,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,1290399659,27.499561,-99.507412,0,0
2018,Laredo,Laredo,Laredo,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Raw Hides and Skins,Import,70417219,27.499561,-99.507412,5503.424,12132982.94
2019,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Vegetable Plaiting Materials,Import,10048797,27.499561,-99.507412,2465.945,5436482.565
2020,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Coffee; Tea and Spices,Export,1488263,31.764363,-106.451188,0,0
2021,Roma,Roma,Pharr,Truck,72 - 83  Metals,Iron and Steel,Export,26271,26.403928,-99.018981,0,0
2018,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Tools of Base Metal,Import,93214347,25.95155,-97.40067,3338.053,7359153.159
2022,Laredo,Laredo,Laredo,Rail,68 - 71  Stone / Glass,Ceramic Products,Import,76564971,27.499561,-99.507412,49791.947,109772542.3
2022,Brownsville,Brownsville,Pharr,Other,86 - 89  Transportation,Vehicles Other than Railway,Export,43000086,25.95155,-97.40067,0,0
2013,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Vegetable Plaiting Materials,Import,7506009,27.499561,-99.507412,3332.733,7347424.557
2017,Brownsville,Brownsville,Pharr,Other,28 - 38  Chemicals & Allied Industries,Explosives,Export,31277,25.95155,-97.40067,0,0
2021,Eagle Pass,Eagle Pass,Laredo,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,790995605,28.705483,-100.511977,83480.562,184043285.6
2015,Progreso,Progreso,Pharr,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Export,12439919,26.062133,-97.949958,0,0
2018,Eagle Pass,Eagle Pass,Laredo,Truck,64 - 67  Footwear / Headgear,Headgear,Import,1335700,28.705483,-100.511977,54.747,120696.5727
2020,Rio Grande City,Rio Grande City,Pharr,Truck,44 - 49  Wood & Wood Products,Pulp of Wood and Paperboard,Export,18783462,26.365761,-98.802513,0,0
2024,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Photographic Goods,Export,43484,27.499561,-99.507412,0,0
2024,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Import,35688973,28.705483,-100.511977,964.499,2126358.048
2023,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Copper and Articles,Import,12203133,29.326784,-100.927612,1715.036,3781010.246
2017,Tornillo,Tornillo,El Paso,Truck,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,4123,31.43019,-106.142743,0,0
2016,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Live Trees and Plants,Import,9099659,27.499561,-99.507412,4384.604,9666405.05
2014,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Miscellaneous Manufactured Articles,Import,338333227,27.499561,-99.507412,62769.453,138383068.9
2020,Del Rio,Del Rio,Laredo,Truck,50 - 63  Textiles,Not Knitted or Crocheted Apparel,Export,1325090,29.326784,-100.927612,0,0
2016,Del Rio,Del Rio,Laredo,Truck,68 - 71  Stone / Glass,Glass,Export,2492962,29.326784,-100.927612,0,0
2018,El Paso,El Paso + Ysleta,El Paso,Air,86 - 89  Transportation,Ships and Boats,Import,5213,31.764363,-106.451188,0.064,141.0959
2013,El Paso,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Import,26895145,31.764363,-106.451188,1745.703,3848619.464
2024,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Zinc and Articles,Export,1957761,25.95155,-97.40067,0,0
2016,Laredo,Laredo,Laredo,Air,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,12860752,27.499561,-99.507412,911.414,2009325.561
2014,Eagle Pass,Eagle Pass,Laredo,Rail,86 - 89  Transportation,Locomotives and Traffic Signals,Export,168103216,28.705483,-100.511977,0,0
2023,Tornillo,Tornillo,El Paso,Truck,72 - 83  Metals,Articles of Iron and Steel,Import,3697268,31.43019,-106.142743,1089.742,2402471.825
2015,Laredo,Laredo,Laredo,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Import,1526743285,27.499561,-99.507412,4032.742,8890681.493
2013,Del Rio,Del Rio,Laredo,Truck,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Import,240341,29.326784,-100.927612,2.589,5707.7721
2021,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Export,26893965,26.095032,-98.271092,0,0
2024,Brownsville,Brownsville,Pharr,Truck,01 - 05  Animal & Animal Products,Products of Animal Origin,Export,375075,25.95155,-97.40067,0,0
2017,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Import,21898407,27.499561,-99.507412,2960.395,6526559.11
