State,StateCode,Year,TradeType,Mode,TradeValue
Vermont,VT,2024,Import,Truck,96115944
Nebraska,NE,2022,Import,Truck,486086832
New York,NY,2020,Import,Air,292155234
New York,NY,2019,Import,Truck,3153862727
West Virginia,WV,2016,Export,Truck,92124941
Michigan,MI,2022,Import,Rail,32323780248
Missouri,MO,2023,Import,Vessel,48603827
Wisconsin,WI,2016,Export,Air,80911854
Louisiana,LA,2023,Export,Truck,614981502
Iowa,IA,2018,Export,Rail,1119160794
New Jersey,NJ,2015,Export,Rail,234327515
Alaska,AK,2020,Export,Truck,17104940
Utah,UT,2018,Export,Truck,600349363
Florida,FL,2018,Export,Vessel,544335648
Indiana,IN,2015,Export,Rail,1551788077
Illinois,IL,2021,Export,Truck,6631669640
Virginia,VA,2019,Import,Rail,21097153
New Mexico,NM,2019,Import,Air,3300546
California,CA,2017,Export,Other (including unknown),172187650
Maryland,MD,2018,Export,Truck,247152039
Illinois,IL,2019,Export,Other (including unknown),37742485
Georgia,GA,2020,Export,Truck,2344403867
Louisiana,LA,2023,Export,Other (including unknown),22883018
Texas,TX,2024,Export,Truck,83808754238
Idaho,"ID",2015,Export,Truck,153164619
Missouri,MO,2019,Export,Truck,1518223180
Florida,FL,2018,Export,Rail,163372938
Iowa,IA,2021,Export,Other (including unknown),6804320
Maryland,MD,2023,Export,Truck,284757804
North Carolina,NC,2015,Export,Air,156695828
Maine,ME,2018,Export,Truck,37493513
Wisconsin,WI,2020,Export,Rail,170150355
Wisconsin,WI,2023,Import,Air,79767074
Colorado,CO,2020,Import,Air,66301481
Nevada,NV,2019,Export,Air,336938645
Virginia,VA,2022,Import,Air,51481073
Georgia,GA,2020,Import,Rail,248516998
Utah,UT,2018,Import,Truck,2228816150
Oregon,OR,2024,Export,Truck,5254464265
New York,NY,2022,Import,Rail,83264817
Oklahoma,OK,2020,Import,Truck,710112533
Arizona,AZ,2017,Export,Truck,5373478959
Indiana,IN,2021,Export,Air,141560873
Missouri,MO,2016,Export,Vessel,1612098
Nevada,NV,2023,Import,Air,41638002
Georgia,GA,2018,Export,Other (including unknown),36809976
Arizona,AZ,2022,Import,Truck,10234911510
Florida,FL,2023,Export,Rail,144693158
Idaho,"ID",2023,Export,Truck,203350692
Alabama,AL,2020,Import,Air,48243274
Illinois,IL,2019,Import,Truck,8209325985
New Jersey,NJ,2021,Import,Truck,4614031541
Georgia,GA,2016,Import,Vessel,492184191
Texas,TX,2024,Import,Air,854600299
Montana,MT,2016,Export,Truck,16237296
Missouri,MO,2015,Export,Rail,847465492
Illinois,IL,2015,Import,Air,131415387
North Carolina,NC,2021,Import,Vessel,335932885
Pennsylvania,PA,2016,Export,Rail,291191191
State Unknown,DU,2020,Import,Vessel,542862872
Arkansas,AR,2018,Import,Air,6871160
New York,NY,2024,Export,Other (including unknown),36975708
Iowa,IA,2023,Export,Other (including unknown),8494602
Oregon,OR,2016,Import,Vessel,58551628
Missouri,MO,2023,Export,Truck,2196663348
Montana,MT,2019,Import,Air,1538144
Texas,TX,2022,Export,Truck,87430171688
Texas,TX,2023,Export,Rail,9889250739
Kentucky,KY,2019,Import,Air,249491729
Pennsylvania,PA,2019,Import,Air,262852921
California,CA,2022,Export,Other (including unknown),213284889
Oregon,OR,2022,Export,Rail,468069800
Indiana,IN,2018,Import,Truck,4243308718
Michigan,MI,2021,Export,Air,567159440
Kansas,KS,2023,Export,Truck,1430090407
Missouri,MO,2016,Export,Truck,1544764097
Illinois,IL,2019,Import,Rail,4079958741
California,CA,2022,Import,Truck,50690496713
Georgia,GA,2018,Export,Rail,581423397
California,CA,2015,Import,Rail,7135472619
Michigan,MI,2021,Export,Other (including unknown),17277915
Massachusetts,MA,2022,Import,Truck,4395481218
Alaska,AK,2016,Import,Truck,9816181
Wisconsin,WI,2019,Import,Truck,2640127264
South Carolina,SC,2018,Import,Air,101613225
Washington,WA,2015,Import,Air,37874430
Arkansas,AR,2021,Import,Air,4095604
Ohio,OH,2023,Export,Other (including unknown),28335303
Idaho,"ID",2021,Export,Other (including unknown),711281
New Jersey,NJ,2018,Import,Vessel,220690255
Florida,FL,2022,Export,Other (including unknown),38719203
South Carolina,SC,2016,Export,Truck,1634553222
Colorado,CO,2017,Export,Rail,97842807
Vermont,VT,2016,Export,Truck,105336445
Colorado,CO,2016,Export,Truck,942588394
Tennessee,TN,2018,Export,Truck,3769040858
Florida,FL,2023,Import,Rail,287386067
Oklahoma,OK,2018,Export,Air,15883800
Maine,ME,2024,Export,Truck,38990418
New Mexico,NM,2023,Export,Truck,3220886460
Indiana,IN,2023,Import,Air,130148812
Wisconsin,WI,2021,Import,Air,69056189
Illinois,IL,2017,Import,Air,214297305
Georgia,GA,2017,Import,Rail,250706654
Idaho,"ID",2024,Export,Truck,262897228
Pennsylvania,PA,2017,Export,Rail,206880146
Louisiana,LA,2020,Export,Rail,466971945
Oregon,OR,2023,Import,Truck,836983212
Vermont,VT,2024,Export,Rail,440047
Minnesota,MN,2016,Export,Other (including unknown),4913595
Arkansas,AR,2020,Export,Rail,201474857
Kentucky,KY,2019,Export,Truck,1484259028
Minnesota,MN,2024,Import,Air,84288596
Minnesota,MN,2021,Export,Rail,557961884
Colorado,CO,2015,Export,Rail,68757085
Texas,TX,2023,Export,Other (including unknown),832996852
Iowa,IA,2022,Export,Air,17860382
Virginia,VA,2017,Export,Vessel,9676295
Massachusetts,MA,2018,Import,Truck,3222539851
Alabama,AL,2018,Export,Air,83949753
Louisiana,LA,2018,Export,Vessel,7602695389
Illinois,IL,2023,Import,Rail,5773702708
New York,NY,2020,Import,Truck,2892622290
New Hampshire,NH,2015,Export,Truck,461984008
Vermont,VT,2018,Export,Truck,42684877
Vermont,VT,2019,Import,Truck,61661848
Kansas,KS,2017,Export,Truck,648710572
California,CA,2024,Export,Air,2112616476
Virginia,VA,2022,Import,Truck,3312285796
Mississippi,MS,2022,Export,Truck,979617575
Delaware,DE,2022,Import,Truck,243035387
Minnesota,MN,2017,Export,Truck,1870555376
California,CA,2015,Export,Pipeline,1818339
Maine,ME,2017,Export,Truck,26531971
Illinois,IL,2016,Export,Other (including unknown),13161915
Michigan,MI,2020,Export,Mail,18504
Iowa,IA,2018,Export,Truck,781471808
Nevada,NV,2021,Export,Air,518000857
Illinois,IL,2024,Export,Rail,2130455320
Illinois,IL,2015,Export,Other (including unknown),17126764
Massachusetts,MA,2016,Export,Truck,2213469719
South Carolina,SC,2023,Import,Air,55124321
Colorado,CO,2020,Export,Truck,952098003
Washington,WA,2017,Export,Other (including unknown),386238635
Massachusetts,MA,2016,Import,Air,164467349
New York,NY,2023,Export,Other (including unknown),36314648
Idaho,"ID",2021,Export,Rail,119589877
California,CA,2023,Import,Truck,50257683293
New York,NY,2023,Export,Rail,126634239
Connecticut,CT,2023,Export,Other (including unknown),4337360
Alabama,AL,2019,Export,Vessel,776568907
Illinois,IL,2021,Import,Air,184611498
South Carolina,SC,2023,Export,Air,48565697
New Hampshire,NH,2022,Import,Air,97249167
Nebraska,NE,2017,Export,Vessel,6686799
Tennessee,TN,2021,Export,Air,207538512
Arkansas,AR,2022,Export,Other (including unknown),40966264
Colorado,CO,2021,Export,Rail,88247971
Indiana,IN,2024,Import,Air,121121345
Michigan,MI,2015,Export,Rail,3106902804
South Carolina,SC,2018,Export,Truck,1885563849
Kentucky,KY,2021,Export,Air,823564300
Michigan,MI,2016,Export,Other (including unknown),13047542
Kansas,KS,2015,Export,Rail,670678514
Idaho,"ID",2017,Export,Rail,88247123
Arkansas,AR,2018,Export,Truck,570845309
Illinois,IL,2021,Export,Other (including unknown),17256579
Maryland,MD,2022,Import,Air,68661646
Virginia,VA,2018,Export,Truck,923289166
Maryland,MD,2015,Import,Air,537956229
Utah,UT,2017,Export,Rail,79908286
Wisconsin,WI,2020,Export,Air,69171298
Tennessee,TN,2020,Export,Other (including unknown),8607336
Virginia,VA,2020,Export,Truck,709988060
Kansas,KS,2017,Import,Truck,531786571
Maryland,MD,2018,Export,Air,84108780
Tennessee,TN,2023,Import,Rail,3995859853
Oklahoma,OK,2018,Import,Truck,760786847
Pennsylvania,PA,2020,Import,Air,253354910
Nebraska,NE,2015,Export,Other (including unknown),6946710
Maryland,MD,2024,Export,Other (including unknown),7170171
Minnesota,MN,2024,Export,Rail,844615093
New Mexico,NM,2024,Export,Truck,6717996478
Louisiana,LA,2023,Import,Truck,390782945
Louisiana,LA,2016,Export,Rail,598480354
New York,NY,2022,Export,Rail,138183595
Iowa,IA,2017,Import,Truck,1189482104
Mississippi,MS,2024,Export,Vessel,74025788
Louisiana,LA,2022,Export,Vessel,7720124037
New Hampshire,NH,2019,Export,Truck,332120298
Michigan,MI,2020,Export,Truck,6292218195
Pennsylvania,PA,2017,Export,Other (including unknown),22255039
New Jersey,NJ,2023,Export,Other (including unknown),9274337
Utah,UT,2015,Export,Vessel,143327543
New Hampshire,NH,2020,Export,Truck,298103589
Nebraska,NE,2017,Export,Truck,393706794
New Mexico,NM,2017,Import,Truck,482250183
California,CA,2021,Export,Other (including unknown),184834091
Louisiana,LA,2019,Export,Truck,475129708
California,CA,2018,Import,Air,803851645
Delaware,DE,2015,Export,Truck,118305192
Maine,ME,2023,Export,Truck,46392672
Maryland,MD,2016,Export,Truck,308008912
New Jersey,NJ,2024,Export,Air,220276893
Pennsylvania,PA,2021,Import,Vessel,641940559
South Carolina,SC,2022,Import,Air,189539384
Tennessee,TN,2024,Import,Imports into Foreign Trade Zones,804028999
Illinois,IL,2015,Export,Air,387128415
Michigan,MI,2024,Export,Truck,14309540292
New Mexico,NM,2015,Export,Air,4922762
New Mexico,NM,2017,Export,Rail,24250516
Washington,WA,2020,Export,Truck,617577336
New York,NY,2015,Export,Truck,2215614646
North Dakota,ND,2020,Import,Air,20926911
Arkansas,AR,2017,Import,Air,3365105
California,CA,2018,Import,Vessel,2427889167
Arkansas,AR,2017,Export,Other (including unknown),3463737
Massachusetts,MA,2020,Import,Air,320598039
Arizona,AZ,2015,Export,Rail,2949641349
Nevada,NV,2024,Export,Truck,350672190
Tennessee,TN,2017,Export,Truck,3573434692
Georgia,GA,2022,Import,Truck,11110991406
South Carolina,SC,2021,Import,Rail,135718066
Virginia,VA,2017,Export,Truck,923059290
North Carolina,NC,2023,Export,Vessel,174853527
Colorado,CO,2015,Import,Truck,1619123334
Iowa,IA,2020,Import,Rail,9028731
Pennsylvania,PA,2022,Export,Rail,247775129
Washington,WA,2023,Export,Truck,1599007222
Maryland,MD,2024,Import,Air,14775852
Louisiana,LA,2018,Export,Truck,464682140
Nevada,NV,2017,Export,Air,282562936
Alaska,AK,2024,Export,Truck,18793539
New Mexico,NM,2021,Export,Pipeline,118804350
Minnesota,MN,2023,Export,Truck,2424816660
Iowa,IA,2021,Import,Rail,13297377
Tennessee,TN,2015,Import,Vessel,52682954
South Dakota,SD,2016,Export,Truck,208985330
Iowa,IA,2020,Export,Rail,1153520821
Virginia,VA,2015,Import,Air,17872103
New Jersey,NJ,2020,Export,Air,115190028
Michigan,MI,2015,Import,Other (including unknown),640407
Kentucky,KY,2020,Import,Rail,660273172
South Dakota,SD,2022,Export,Truck,300586387
Arizona,AZ,2022,Export,Other (including unknown),91803337
California,CA,2024,Export,Other (including unknown),565780355
California,CA,2020,Import,Vessel,2062796699
Nebraska,NE,2021,Import,Rail,15460305
Kentucky,KY,2016,Import,Air,187827793
Michigan,MI,2022,Import,Other (including unknown),31594214
Wisconsin,WI,2020,Export,Vessel,11072710
Texas,TX,2023,Import,Air,866023329
Massachusetts,MA,2015,Import,Truck,3424990168
Florida,FL,2015,Export,Rail,104908585
Illinois,IL,2021,Export,Rail,1698643885
Nevada,NV,2022,Export,Other (including unknown),3844578
Indiana,IN,2018,Export,Air,221054709
Missouri,MO,2019,Import,Vessel,4828859
Kansas,KS,2018,Export,Rail,1039171849
Illinois,IL,2018,Export,Air,307417531
Michigan,MI,2024,Export,Vessel,7377466
Georgia,GA,2019,Export,Truck,2857273567
South Dakota,SD,2019,Import,Truck,50130514
Texas,TX,2020,Export,Other (including unknown),486009937
New Jersey,NJ,2016,Import,Truck,3635489545
Colorado,CO,2015,Export,Truck,945615231
Washington,WA,2016,Export,Air,54230759
New Jersey,NJ,2016,Export,Vessel,84375452
Alabama,AL,2021,Export,Air,63424345
Mississippi,MS,2023,Export,Other (including unknown),30112187
Georgia,GA,2017,Export,Rail,489831137
Louisiana,LA,2015,Export,Truck,448057511
California,CA,2018,Export,Air,2803352163
Missouri,MO,2022,Export,Truck,1966041902
Arkansas,AR,2019,Export,Rail,179319577
Kansas,KS,2022,Export,Truck,1164300931
Louisiana,LA,2021,Export,Rail,915322669
Oklahoma,OK,2020,Export,Truck,379893055
Arizona,AZ,2023,Import,Air,107371126
California,CA,2019,Import,Rail,3647597392
Kentucky,KY,2015,Import,Air,113617007
Arizona,AZ,2018,Export,Other (including unknown),77269869
Minnesota,MN,2024,Import,Imports into Foreign Trade Zones,702611
Virginia,VA,2023,Export,Rail,89506534
North Carolina,NC,2019,Export,Other (including unknown),10907253
Louisiana,LA,2023,Export,Rail,839236819
Kentucky,KY,2018,Import,Truck,5378943728
Pennsylvania,PA,2020,Export,Air,181591735
South Carolina,SC,2020,Import,Vessel,77152978
Hawaii,HI,2018,Import,Truck,6244908
California,CA,2015,Export,Rail,989272103
Iowa,IA,2022,Export,Truck,963776069
Kansas,KS,2016,Export,Rail,869897584
South Carolina,SC,2024,Import,Truck,3761020136
Tennessee,TN,2016,Import,Vessel,65369160
Tennessee,TN,2020,Export,Rail,458856320
Rhode Island,RI,2016,Import,Truck,200667286
Montana,MT,2018,Export,Air,5113221
Arkansas,AR,2022,Export,Truck,756741057
Tennessee,TN,2024,Import,Air,191944880
Louisiana,LA,2022,Import,Air,45361423
North Carolina,NC,2018,Export,Vessel,155822532
Maine,ME,2020,Export,Air,4851729
Florida,FL,2015,Export,Vessel,551961624
Florida,FL,2017,Export,Air,759301544
New York,NY,2024,Export,Vessel,47328983
Georgia,GA,2016,Export,Vessel,82320008
Ohio,OH,2017,Import,Truck,7155903388
New Mexico,NM,2020,Import,Truck,1304672153
Oklahoma,OK,2021,Import,Truck,1021135088
New York,NY,2015,Export,Air,580264772
Arizona,AZ,2015,Export,Other (including unknown),71344684
Ohio,OH,2024,Export,Air,476590605
Texas,TX,2020,Import,Air,479179176
Utah,UT,2020,Export,Rail,35666950
California,CA,2020,Import,Air,652293040
Oklahoma,OK,2022,Export,Rail,169701213
Arizona,AZ,2020,Import,Air,111553274
Nebraska,NE,2019,Import,Air,18394676
Virginia,VA,2022,Export,Air,75588456
Arizona,AZ,2018,Export,Rail,1051930317
State Unknown,DU,2022,Import,Air,25462638
Indiana,IN,2023,Export,Air,166022796
Pennsylvania,PA,2015,Import,Air,134543061
Pennsylvania,PA,2019,Import,Vessel,962881078
Montana,MT,2017,Import,Truck,76593189
Arizona,AZ,2018,Export,Air,605969889
Louisiana,LA,2020,Export,Truck,428336308
New Mexico,NM,2016,Export,Other (including unknown),17639525
Pennsylvania,PA,2019,Export,Vessel,28110544
California,CA,2016,Import,Truck,34413878930
Wyoming,WY,2024,Export,Truck,22187687
Wyoming,WY,2019,Import,Truck,27169443
Washington,WA,2021,Export,Truck,1041093793
Kentucky,KY,2020,Import,Air,169666292
Indiana,IN,2022,Export,Other (including unknown),16289872
Maryland,MD,2022,Export,Air,155781128
Louisiana,LA,2016,Export,Vessel,4638555856
Missouri,MO,2015,Import,Truck,2760693306
Arizona,AZ,2016,Export,Air,604252570
Oklahoma,OK,2021,Export,Other (including unknown),11733173
Louisiana,LA,2019,Import,Truck,315814118
Alabama,AL,2024,Export,Rail,851507770
Nevada,NV,2020,Export,Truck,1248062525
Kentucky,KY,2017,Import,Air,179896760
North Dakota,ND,2017,Import,Truck,112207431
Nevada,NV,2018,Import,Truck,664504786
Tennessee,TN,2022,Export,Other (including unknown),25321348
Arizona,AZ,2016,Export,Other (including unknown),98289019
Illinois,IL,2019,Import,Vessel,300753065
Ohio,OH,2022,Import,Truck,9515417084
Oklahoma,OK,2016,Export,Rail,50359376
Michigan,MI,2023,Export,Air,226417875
Pennsylvania,PA,2022,Import,Truck,5381493926
Indiana,IN,2016,Export,Rail,1815985456
Wyoming,WY,2020,Export,Truck,19844902
California,CA,2022,Export,Air,1824110451
Vermont,VT,2023,Export,Vessel,54641
New York,NY,2024,Import,Truck,2995424949
Delaware,DE,2023,Export,Rail,3446006
Tennessee,TN,2017,Import,Truck,5182481288
Oregon,OR,2017,Import,Vessel,81951187
South Dakota,SD,2023,Export,Truck,258737465
New York,NY,2021,Import,Rail,57514394
Delaware,DE,2024,Import,Rail,1215032
Mississippi,MS,2021,Export,Other (including unknown),3992564
Pennsylvania,PA,2016,Export,Truck,3179031542
Iowa,IA,2018,Import,Air,16208967
North Carolina,NC,2018,Import,Rail,471905552
South Carolina,SC,2017,Export,Truck,1825514835
Pennsylvania,PA,2018,Export,Air,147829308
Michigan,MI,2024,Export,Rail,2290990047
Indiana,IN,2015,Export,Other (including unknown),9820756
Connecticut,CT,2015,Import,Air,130880364
South Dakota,SD,2021,Import,Truck,88506506
Wisconsin,WI,2022,Import,Air,82644202
South Dakota,SD,2015,Import,Truck,63663927
Georgia,GA,2024,Export,Truck,5473639244
Louisiana,LA,2021,Export,Air,76839940
South Dakota,SD,2019,Export,Air,4965680
Wyoming,WY,2024,Export,Other (including unknown),969289
Texas,TX,2020,Import,Truck,76196202569
North Carolina,NC,2024,Export,Rail,108719724
Nebraska,NE,2015,Export,Rail,779943789
Idaho,"ID",2022,Export,Truck,132354605
Michigan,MI,2019,Export,Vessel,16027468
Colorado,CO,2022,Export,Vessel,4276704
